是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3
是,"{""link"":""https://www.youtube.com/@Cruzinstuntz1"",""text"":""https://www.youtube.com/@Cruzinstuntz1""}",youtubevideo,否,cruzinstuntz,"yozma, yozmasport，in10",US-Stefan-074,US,Stefan,8700,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@leecampaign"",""text"":""https://www.tiktok.com/@leecampaign""}",tiktok,否,leecampaign,"yozma, yozmasport，in10",US-Lexy-031,US,Lexy,185300,,,P0 立刻追踪,155,正在出单；2026普通达人需继续追上线,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@chazortiz312?lang=zh-Hans"",""text"":""https://www.tiktok.com/@chazortiz312?lang=zh-Hans""}",tiktok,否,chazortiz,"yozma, yozmasport，in10",US-Ryan-036,US,Ryan,497000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@etronnix"",""text"":""https://www.tiktok.com/@etronnix""}",tiktok,是,etronnix,"yozma, yozmasport，in10",US-Lexy-012,US,Lexy,98200,,,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@etronnix/video/7649975521987579166"",""link"":""https://www.tiktok.com/@etronnix/video/7649975521987579166""}",,
否,"{""link"":""https://www.youtube.com/@Izabela_Rose19"",""text"":""https://www.youtube.com/@Izabela_Rose19""}",youtubevideo,否,izabelarose19,"yozma, yozmasport，in10",US-Lexy-034,US,Lexy,88000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@La_cagoule450"",""text"":""https://www.youtube.com/@La_cagoule450""}",youtubevideo,否,la_cagoule450,"yozma, yozmasport，in10",EU-Zoe-003,EU,Zoe,93000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@nicktucker/videos"",""text"":""https://www.youtube.com/@nicktucker/videos""}",youtubevideo,否,nicktucker,"yozma, yozmasport，in10",US-Stefan-117,US,Stefan,473000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/@groarkboysbbq"",""text"":""https://www.tiktok.com/@groarkboysbbq""}",tiktok,否,groarkboysbbq,"yozma, yozmasport，in10",US-Stefan-169,US,Stefan,3700000,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@blockboy.jayden"",""text"":""https://www.tiktok.com/@blockboy.jayden""}",tiktok,否,blockboy.jayden,"yozma, yozmasport，in10",US-Nancy-004,US,Nancy,12700,,,,,,,,,
是,"{""link"":""https://www.youtube.com/@68v_ebikes/shorts"",""text"":""https://www.youtube.com/@68v_ebikes/shorts""}",youtubeshort,是,68v_ebikes,"yozma, yozmasport，in10",US-Stefan-030,US,Stefan,32000,,,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.youtube.com/shorts/McYKGjgYDLQ"",""text"":""https://www.youtube.com/shorts/McYKGjgYDLQ""}","{""link"":""https://www.youtube.com/shorts/XXCL1URZLTs"",""text"":""https://www.youtube.com/shorts/XXCL1URZLTs""}","{""text"":""https://www.youtube.com/shorts/sDxOvQ4AiDQ"",""link"":""https://www.youtube.com/shorts/sDxOvQ4AiDQ""}"
是,"{""link"":""https://www.youtube.com/@filippo__22/videos"",""text"":""https://www.youtube.com/@filippo__22/videos""}",youtubevideo,是,Filippo22,"yozma, yozmasport，in10",EU-Zoe-014,EU,Zoe,79400,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""link"":""https://www.youtube.com/watch?v=MKbjsEe_x-E"",""text"":""https://www.youtube.com/watch?v=MKbjsEe_x-E""}","{""text"":""https://www.youtube.com/watch?v=SPIlXrKd0X4"",""link"":""https://www.youtube.com/watch?v=SPIlXrKd0X4""}",
否,"{""link"":""https://www.youtube.com/@Kaizooms/shorts"",""text"":""https://www.youtube.com/@Kaizooms/shorts""}",youtube,否,kaizoom,"yozma, yozmasport，in10",US-Vivi-019,US,Vivi,16000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/danevaughn"",""text"":""https://www.instagram.com/danevaughn""}",instagramreels,否,danevaughn,"yozma, yozmasport，in10",US-Ryan-029,US,Ryan,139000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/thegoon3r/"",""text"":""https://www.instagram.com/thegoon3r/""}",instagramreels,是,yass_b1kestar,"yozma, yozmasport，in10",EU-Ryan-005,EU,Ryan,163000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DYIJLiYhd0g/"",""link"":""https://www.instagram.com/p/DYIJLiYhd0g/""}",,
是,"{""link"":""https://www.instagram.com/itswill0_o/"",""text"":""https://www.instagram.com/itswill0_o/""}",instagramreels,是,itswill0_o,"yozma, yozmasport，in10",US-Lexy-066,US,Lexy,88000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.instagram.com/p/DZBLHCmpMDm/"",""text"":""https://www.instagram.com/p/DZBLHCmpMDm/""}","{""text"":""https://www.instagram.com/p/DYPrAE_Rz9J/"",""link"":""https://www.instagram.com/p/DYPrAE_Rz9J/""}",
否,"{""link"":""https://www.youtube.com/@Kawi_john24/videos"",""text"":""https://www.youtube.com/@Kawi_john24/videos""}",youtubevideo,否,kawi_john24,"yozma, yozmasport，in10",US-Nancy-029,US,Nancy,138700,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@austinperryofficial"",""text"":""https://www.tiktok.com/@austinperryofficial""}",tiktok,否,austinperryofficial,"yozma, yozmasport，in10",US-Stefan-144,US,Stefan,496000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@onewayben1"",""text"":""https://www.youtube.com/@onewayben1""}",youtube,否,onewaybenn,"yozma, yozmasport，in10",US-Vivi-004,US,Vivi,149000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@owen.monroe"",""text"":""https://www.tiktok.com/@owen.monroe""}",tiktok,是,owen.monroe,"yozma, yozmasport，in10",US-Stefan-036,US,Stefan,25500,,,,,,,"{""link"":""https://www.tiktok.com/@owen.monroe/video/7646944683024747789"",""text"":""https://www.tiktok.com/@owen.monroe/video/7646944683024747789""}","{""link"":""https://www.tiktok.com/@owen.monroe/video/7646546835842092301"",""text"":""https://www.tiktok.com/@owen.monroe/video/7646546835842092301""}","{""link"":""https://www.tiktok.com/@owen.monroe/video/7645813072321318157"",""text"":""https://www.tiktok.com/@owen.monroe/video/7645813072321318157""}"
否,"{""link"":""https://www.youtube.com/@Tuttzsi/shorts"",""text"":""https://www.youtube.com/@Tuttzsi/shorts""}",youtubeshort,是,tuttzsi,"yozma, yozmasport，in10",US-Lexy-022,US,Lexy,24700,,,,,,,"{""link"":""https://www.youtube.com/shorts/4xErAs-S0eQ"",""text"":""https://www.youtube.com/shorts/4xErAs-S0eQ""}","{""link"":""https://www.youtube.com/shorts/ZLEbH5T-tws"",""text"":""https://www.youtube.com/shorts/ZLEbH5T-tws""}","{""link"":""https://www.youtube.com/shorts/rL1lo8jb--s"",""text"":""https://www.youtube.com/shorts/rL1lo8jb--s""}"
否,"{""link"":""https://www.youtube.com/@chrisrasizzi/shorts"",""text"":""https://www.youtube.com/@chrisrasizzi/shorts""}",youtubeshort,否,chrisrasizzi,"yozma, yozmasport，in10",US-Stefan-147,US,Stefan,38500,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@mbxrides"",""text"":""https://www.tiktok.com/@mbxrides""}",tiktok,否,mbxrides,"yozma, yozmasport，in10",US-Nancy-024,US,Nancy,37000,,,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/Rozaati/videos"",""text"":""https://www.youtube.com/Rozaati/videos""}",youtubevideo,否,Rozaati,"yozma, yozmasport，in10",US-Stefan-156,US,Stefan,1060000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/the.bike.cave_/"",""text"":""https://www.instagram.com/the.bike.cave_/""}",instagramreels,否,The Bike Cave,"yozma, yozmasport，in10",US-Stefan-067,US,Stefan,53000,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@TuttioGNG/shorts"",""text"":""https://www.youtube.com/@TuttioGNG/shorts""}",youtubeshort,否,TuttioGNG,"yozma, yozmasport，in10",US-Stefan-057,US,Stefan,22700,,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@lbx_richie"",""text"":""https://www.tiktok.com/@lbx_richie""}",tiktok,否,lbx_richie,"yozma, yozmasport，in10",US-Nancy-013,US,Nancy,17600,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@anthonymoreno57/shorts"",""text"":""https://www.youtube.com/@anthonymoreno57/shorts""}",youtubeshort,是,anthonymoreno57,"yozma, yozmasport，in10",US-Ryan-027,US,Ryan,20200,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.youtube.com/shorts/uLkux4JUQfM"",""text"":""https://www.youtube.com/shorts/uLkux4JUQfM""}","{""text"":""https://www.youtube.com/shorts/qMMyi3ac8tk"",""link"":""https://www.youtube.com/shorts/qMMyi3ac8tk""}",
否,"{""link"":""https://www.instagram.com/bbybippinnn/"",""text"":""https://www.instagram.com/bbybippinnn/""}",instagramreels,否,bbybippinn,"yozma, yozmasport，in10",US-Vivi-010,US,Vivi,23000,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@rex.brazil01/shorts"",""text"":""https://www.youtube.com/@rex.brazil01/shorts""}",youtubeshort,否,rex.brazil01,"yozma, yozmasport，in10",US-Stefan-061,US,Stefan,55400,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@ubzya"",""text"":""https://www.tiktok.com/@ubzya""}",tiktok,否,Ub.Zya,"yozma, yozmasport，in10",US-Stefan-066,US,Stefan,9158,,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@volturban"",""text"":""https://www.tiktok.com/@volturban""}",tiktok,是,volturban,"yozma, yozmasport，in10",EU-Zoe-048,EU,Zoe,7743,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@volturban/video/7648367416379968790"",""link"":""https://www.tiktok.com/@volturban/video/7648367416379968790""}","{""text"":""https://www.tiktok.com/@volturban/video/7647950835946687766"",""link"":""https://www.tiktok.com/@volturban/video/7647950835946687766""}","{""text"":""https://www.tiktok.com/@volturban/video/7647888901423500566"",""link"":""https://www.tiktok.com/@volturban/video/7647888901423500566""}"
否,"{""link"":""https://www.tiktok.com/@surron.ty23"",""text"":""https://www.tiktok.com/@surron.ty23""}",tiktok,否,surron.ty,"yozma, yozmasport，in10",US-Stefan-098,US,Stefan,26900,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.youtube.com/@dns59/shorts"",""text"":""https://www.youtube.com/@dns59/shorts""}",youtubeshort,否,Dns,"yozma, yozmasport，in10",US-Stefan-005,US,Stefan,27400,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@izzyandmarysdad"",""text"":""https://www.tiktok.com/@izzyandmarysdad""}",tiktok,否,Miguel,"yozma, yozmasport，in10",US-Ryan-024,US,Ryan,6900000,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@rizzzoto_"",""text"":""https://www.tiktok.com/@rizzzoto_""}",tiktok,否,_rizzoto_,"yozma, yozmasport，in10",EU-Stefan-001,EU,Stefan,132000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/malaysiainthecity/"",""text"":""https://www.instagram.com/malaysiainthecity/""}",instagramreels,否,malaysiainthecity,"yozma, yozmasport，in10",US-Stefan-152,US,Stefan,2700000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/silohms/"",""text"":""https://www.instagram.com/silohms/""}",instagramreels,否,silohms,"yozma, yozmasport，in10",US-Stefan-115,US,Stefan,1000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@radutz_"",""text"":""https://www.tiktok.com/@radutz_""}",tiktok,是,Radutz_,"yozma, yozmasport，in10",EU-Zoe-009,EU,Zoe,49200,,,,,,,"{""link"":""https://www.tiktok.com/@radutz_/video/7644559234453212439"",""text"":""https://www.tiktok.com/@radutz_/video/7644559234453212439""}","{""text"":""https://www.tiktok.com/@radutz_/video/7648575856377335062"",""link"":""https://www.tiktok.com/@radutz_/video/7648575856377335062""}","{""text"":""https://www.tiktok.com/@radutz_/video/7648224374037794070"",""link"":""https://www.tiktok.com/@radutz_/video/7648224374037794070""}"
是,"{""link"":""https://www.tiktok.com/@tgracing.org"",""text"":""https://www.tiktok.com/@tgracing.org""}",tiktok,否,Tgracing.org / tx3tyler1,"yozma, yozmasport，in10",US-Lexy-058,US,Lexy,14300,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/chrisscootzz/"",""text"":""https://www.instagram.com/chrisscootzz/""}",instagramreels,是,chrisscootz,"yozma, yozmasport，in10",EU-Zoe-024,EU,Zoe,9060,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.instagram.com/p/DZDSxGWhLmq/"",""text"":""https://www.instagram.com/p/DZDSxGWhLmq/""}","{""text"":""https://www.instagram.com/p/DYU-SW-huRI/"",""link"":""https://www.instagram.com/p/DYU-SW-huRI/""}","{""text"":""https://www.instagram.com/p/DYW2MAlhKUe/"",""link"":""https://www.instagram.com/p/DYW2MAlhKUe/""}"
是,"{""link"":""https://www.youtube.com/@ffeerdiii/shorts"",""text"":""https://www.youtube.com/@ffeerdiii/shorts""}",youtubeshort,否,ffeerdiii,"yozma, yozmasport，in10",EU-Zoe-034,EU,Zoe,60400,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@Scootediz/videos"",""text"":""https://www.youtube.com/@Scootediz/videos""}",youtubevideo,否,scootediz,"yozma, yozmasport，in10",EU-Zoe-002,EU,Zoe,27300,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@jordan_roderick1"",""text"":""https://www.youtube.com/@jordan_roderick1""}",youtube,否,Jordan Roderick,"yozma, yozmasport，in10",US-Stefan-049,US,Stefan,26500,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.instagram.com/barrynobles95/"",""text"":""https://www.instagram.com/barrynobles95/""}",instagramreels,否,Barry Nobles,"yozma, yozmasport，in10",US-Stefan-028,US,Stefan,184000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@VlogEpicness/shorts"",""text"":""https://www.youtube.com/@VlogEpicness/shorts""}",youtubeshort,否,VlogEpicness,"yozma, yozmasport，in10",US-Ryan-042,US,Ryan,173000,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@section59ldn"",""text"":""https://www.tiktok.com/@section59ldn""}",tiktok,否,Section59 Ldn,"yozma, yozmasport，in10",UK-Zoe-007,UK,Zoe,10900,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@makethehoodsmile"",""text"":""https://www.tiktok.com/@makethehoodsmile""}",tiktok,否,makethehoodsmile,"yozma, yozmasport，in10",US-Stefan-041,US,Stefan,720000,营销总表,2026-06-07,P3 暂缓,35,当前本地未登记视频,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@slapthatcatchfishing"",""text"":""https://www.youtube.com/@slapthatcatchfishing""}",youtubevideo,否,slapthatcatch,"yozma, yozmasport，in10",US-Lexy-010,US,Lexy,202700,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.instagram.com/thehockingadventurebus/"",""text"":""https://www.instagram.com/thehockingadventurebus/""}",instagramreels,否,thehockingadventurebus,"yozma, yozmasport，in10",US-Stefan-140,US,Stefan,264000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/la_taliana/"",""text"":""https://www.instagram.com/la_taliana/""}",instagram,否,la_taliana,"yozma, yozmasport，in10",US-Lexy-005,US,Lexy,744200,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@makspluciennik/videos"",""text"":""https://www.youtube.com/@makspluciennik/videos""}",youtubevideo,是,Maks Płuciennik,"yozma, yozmasport，in10",EU-Zoe-006,EU,Zoe,137000,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=hmlcQIBdnJo"",""link"":""https://www.youtube.com/watch?v=hmlcQIBdnJo""}",,
否,"{""link"":""https://www.tiktok.com/@clapped.q20"",""text"":""https://www.tiktok.com/@clapped.q20""}",tiktok,否,clapped.q20,"yozma, yozmasport，in10",US-Vivi-018,US,Vivi,4100,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/_tucker_scott"",""text"":""https://www.instagram.com/_tucker_scott""}",instagramreels,否,_tucker_scott,"yozma, yozmasport，in10",US-Ryan-015,US,Ryan,9800,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@rosadoanthony"",""text"":""https://www.tiktok.com/@rosadoanthony""}",tiktok,否,rosadoanthony,"yozma, yozmasport，in10",US-Stefan-124,US,Stefan,224000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/@estensei"",""text"":""https://www.tiktok.com/@estensei""}",tiktok,是,Estensei,"yozma, yozmasport，in10",UK-Zoe-004,UK,Zoe,100900,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@estensei/video/7648309608762658070"",""link"":""https://www.tiktok.com/@estensei/video/7648309608762658070""}","{""text"":""https://www.tiktok.com/@estensei/video/7647188326021188886"",""link"":""https://www.tiktok.com/@estensei/video/7647188326021188886""}","{""text"":""https://www.tiktok.com/@estensei/video/7648680831283924226"",""link"":""https://www.tiktok.com/@estensei/video/7648680831283924226""}"
是,"{""link"":""https://www.youtube.com/@tx.rider6/shorts"",""text"":""https://www.youtube.com/@tx.rider6/shorts""}",youtubeshort,否,tr.rider06,"yozma, yozmasport，in10",EU-Zoe-050,EU,Zoe,5280,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
